window,By,country,contact_email,contact_employer,patent_info,implementation,intellectual_property_type,keywords,market_prospect,cooperation_type,contact_person,contact_organization,contact_organization_type,description,published,region,secondary_field,technology_readiness_level,contact_phone,sector,title,meta_base_url,meta_organization,meta_category,meta_collected_date
2 Years,Caopanpan,Israel,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,"Yeda Research&Development Co.,Ltd",Overseas Company/Agency,"A new method for sequestering CO2 in subsurface geological formations, by converting it into a stable mineral form. The method can also be adapted for above-ground operation. The main novelty lies in the combination of existing technologies into a single system.",2014.11.01,,Biomass,Not Available,+86 10 82696139-812,Life Sciences and New Energy,Sequestering CO2 by Mineral Carbonation,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Italy,cpp@chinatis.com,CITTC,,,Not Provided,"energy-saving, building, engineering, building materials, material",,Other Mode,Caopanpan,MAI CNR-ivalsa,Overseas Company/Agency,"MAI-IVALSA MODULAR HOUSE
MAI-Ivalsa Modular House is a research project on sustainable buildings carried out with the collaboration of Ceii Trentino and the supporto of Provincia Autonoma di Trento. It is an undertaking to determine how to better use natural resources such as wood/timber and make it as sustainable as possible. MAI is a system of housing modules pre-assembled with structural technology based on solid timber panels in X-lam, made with renewable materials and environmentally sustainable.The overall design took 1 month, and an additional 29 days to build a prototype and move by truck the prototype 40 km from the Institute to a city location.
The goals of the project are to use a new technological system that also uses wood for the load-bearing structure, that can be prefabricated at one locale and successfully transported to another. Reducing the construction phases and re-using wood panels wherever possible will ensure a more efficient building process.
www.ivalsa.cnr.it/mai",2014.11.01,,Energy Efficiency Building,Not Available,+86 10 82696139-812,Building Construction,MAI-CNR Ivalsa,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Italy,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,Lamiflex  Group,Overseas Company/Agency,"Lamiflex produces advanced composite materials for use in a wide range of industrial applications. The company has developed next generation EMI and RFI shielding solutions that combine high surface conductivity across broad range frequencies with the light weight, design flexibility, and cost advantages of composite materials. Lamiflex’s shielding materials include a family of semi-manufactured pre-impregnated materials based on nickel, zinc, gold and silver in reinforced polyester, glass Nomex, carbon and epoxy resin. The company also produces customized, finished parts based on these composites that can be adapted to any geometric solution. Lamiflex's composites have industrial and military applications in many sectors, including aerospace, telecommunications, automotive, undersea systems, and electronics.",2014.11.01,,Chemical,Not Available,+86 10 82696139-812,New Materials,Composites for Shielding Solutions EMI-RFI,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Italy,cpp@chinatis.com,CITTC,,,Not Provided,"railway, aviation, electrical, security and safety, special material",,Other Mode,Caopanpan,Lamiflex  Group,Overseas Company/Agency,"Lamiflex produces advanced composite materials for use in a wide range of industrial applications. The company has developed next generation EMI and RFI shielding solutions that combine high surface conductivity across broad range frequencies with the light weight, design flexibility, and cost advantages of composite materials. Lamiflex’s shielding materials include a family of semi-manufactured pre-impregnated materials based on nickel, zinc, gold and silver in reinforced polyester, glass Nomex, carbon and epoxy resin. The company also produces customized, finished parts based on these composites that can be adapted to any geometric solution. Lamiflex's composites have industrial and military applications in many sectors, including aerospace, telecommunications, automotive, undersea systems, and electronics.",2014.11.01,,Electronic Manufacturing,Not Available,+86 10 82696139-812,Electronics,Composites Shielding Solutions EMI-RFI,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,United States,cpp@chinatis.com,CITTC,,,Not Provided,nanometer,,Other Mode,Caopanpan,IBM,Overseas Company/Agency,"Technical requirements:IBM has demonstrated the fabrication of nanochannels and nanopores as well as electrical single-molecule detection. Such capabilities may be used to characterizae biomolecules with high
precision while significantly reduce the sample amount needed.",2014.11.01,,Biotechnology,Not Available,+86 10 82696139-812,Health Care,Nanopore and Nano channel,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Canada,cpp@chinatis.com,CITTC,,,Not Provided,lightweight stream cipher,,Other Mode,Caopanpan,University of Waterloo,Overseas Company/Agency,"Technical requirements:Lightweight Security System for 4G Networks
University of Waterloo researchers have developed a new and lightweight stream cipher, referred to as “WG-16” that is targeted for the resource-constrained cell phones and is designed with both efficient
software and efficient hardware implementations in mind. The WG-16 stream cipher is based on the well-known Welch-Gong (WG) transformation, which has mathematically proved randomness properties such as ideal two-level autocorrelation, balance, long period,
ideal tuple distribution, and high and exact linear complexity. Those good randomness properties overcome the disadvantages of previous designs and ignificantly enhance people’s confidence in the security of the cryptographic algorithm.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,Lightweight Security System for 4G Networks,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Canada,cpp@chinatis.com,CITTC,,,Not Provided,video copression,,Other Mode,Caopanpan,University of Waterloo,Overseas Company/Agency,"Technical requirements:High Performance Video Compression
The current industrial video communication systems cannot catch up with such increasing demand, largely due to the lack of high-performance video compression technologies, which aim to reduce the bandwidth required to transmit the video content over the network. 
University of Waterloo researchers have developed a new technique to significantly improve the compression performance of video compression systems with only minor increase in computational cost. The technique is flexible. When it is incorporated into the current H.264/MPEG4-AVC video coding standard (i.e., the coded video stream is  standard compatible), a rate reduction of 6-30% can be achieved without losing  perceptual video quality. When the condition of standard compatibility is relaxed, then an even higher compression gain (up to 40%) can be reached.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,High Performance Video Compression,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Canada,cpp@chinatis.com,CITTC,,,Not Provided,smartphone,,Other Mode,Caopanpan,University of Waterloo,Overseas Company/Agency,"Technical requirements:Question Answering on Smartphones
The technology involves a new technology for correcting user speeches for QA, so that it overcomes the difficulties of speech variations and (not too) noisy environment – this is a key for the technology to succeed. The system also involves new technologies of understanding the queries, and methods of searching the internet data and databases so that queries can be correctly answered, and a new translation technology for cross language search.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,Question Answering on Smartphones,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,United States,cpp@chinatis.com,CITTC,,,Not Provided,rram,,Other Mode,Caopanpan,IBM,Overseas Company/Agency,"Technical requirements:I
IBM is a pioneer in high k metal gate process.Transition-metal-oxide-based resistance-change memories.
1.Leverage our experience in high k dielectric materials；
2.Leverage our expertise in metal electrodes interfacing with high k materials；3.Unique BEOL diode to enable multilayer high density RRAM and PCM.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,BM Phase Change Memory Research,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Finland,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,VTT,Overseas Company/Agency,"Technical requirements:The EcoCity has a broader than usual city plan. The City will produce its own energy via renewable sources such as wind power,solar cells and bio energy. In building and construction, only sustainable methods and materials are utilized. Energy use in the homes and facilities will take place energyefficiently,with for example zero energy or nearly zero energy buildings that cause only very low carbon emissions. The broad city plan comprises safe walking and cycling, green areas and parks for relaxation and recreation, and all around Internet access.Digital technologies integrate the city with its services.",2014.11.01,,Energy Efficiency Building,Not Available,+86 10 82696139-812,Building Construction,EcoCity,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Finland,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,VTT,Overseas Company/Agency,"Technical requirements:VTT has developed a new concept for cleaning indoor air from fine particles. The concept is based on the cleaning of the secondary air flow induced by the supply air flow (Patent pending). In principle, the concept can be utilized in any supply air device or diffuser, but VTT has identified active chilled beams as the most promising application.
Air conditioning systems based on the use of chilled beams have many advantages such as energy and space efficiency, and high cooling capacity. By integrating air cleaning into the chilled beams, the particle concentration in indoor air can be reduced by approximately 70%. Energy consumption of the new air cleaning solution is negligible.
The new air cleaning concept can be used in almost any kind of building (e.g. hotels, offices etc.). A significant advantage of this technique is that the indoor air quality can be improved in existing buildings without major changes in the ventilation system and without increasing air flow rates. Besides the air conditioning systems of buildings, the new concept can also be used to improve air quality in cruisers, trains and buses.",2014.11.01,,Energy Efficiency Building,Not Available,+86 10 82696139-812,Building Construction,New concept for improving indoor air quality,,CITTC,offer,11/09/2017 19:01:59
